xke,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,North Sarawakan,Kayan-Kenyah,Kayanic,Muller-Schwaner 'Punan',,,,,,,,,
xkf,Sino-Tibetan,Bodic,Bodish,Central-East Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,,,,,,,
xkg,Mande,Western Mande,Manding-Kpelle,Central Mande,Manding-Jogo,Manding-Vai,Manding-Mokole,Manding,West Manding,Kita-Kagoro,,,,,,,
xkh,Cariban,Parukotoan,Waiwaian,Nuclear Waiwaian,,,,,,,,,,,,,
xki,Sign Languages,,,,,,,,,,,,,,,,
xkj,Indo-European,Indo-Iranian,Iranian,Western Iranian,Northwestern Iranian,Tatic,Central Tatic,Khalkhalic,,,,,,,,,
xkk,Austroasiatic,Bahnaric,North Bahnaric,Lamamic,,,,,,,,,,,,,
xkl,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,North Sarawakan,Kayan-Kenyah,Kenyahic,,,,,,,,,,
xkn,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,North Sarawakan,Kayan-Kenyah,Kayanic,,,,,,,,,,
xko,Austroasiatic,Khasi-Palaung,Palaungic,West Palaungic,Angkuic,,,,,,,,,,,,
xkp,Indo-European,Indo-Iranian,Iranian,Western Iranian,Northwestern Iranian,Tatic,Central Tatic,Taromic,,,,,,,,,
xkq,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Eastern Celebic,Southeastern Celebic,Bungku-Tolaki,Eastern Bungku-Tolaki,East Coast,,,,,,,,
xkr,Nuclear-Macro-Je,Je,Je Central,,,,,,,,,,,,,,
xks,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Eastern Celebic,Southeastern Celebic,Muna-Buton,Nuclear Muna-Buton,Butonic,East Buton,,,,,,,
xkt,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Northern Central Gur,Bwamu-Oti-Volta,Oti-Volta,Nuclear Oti-Volta,Gurma-Yom-Oti-Volta Occidental,Western Oti-Volta,Nuclear Oti-Volta Occidental,Northwest Oti-Volta,Mossi-Farefare,Mossic,,
xku,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Kongo-Yaka-Suku-Hungan,Nuclear Kongo-Yaka-Suku-Hungan,Core Kikongo,Unclassified Core Kikongo,Laadic,Sundi-Kamba,,,,
xkv,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Southern Bantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Sotho-Tswana (S.30),Tswanaic,,,,,
xkw,,,,,,,,,,,,,,,,,
xkx,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,Ngero-Vitiaz linkage,Vitiaz linkage,Southwest New Britain,Arawe-Pasismanua,Pasismanua,,,,
xky,Austronesian,Nuclear Austronesian,Malayo-Polynesian,North Bornean Malayo-Polynesian,North Sarawakan,Kayan-Kenyah,Kenyahic,Upper Pujungan,,,,,,,,,
xkz,Sino-Tibetan,Bodic,Bodish,Central-East Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,,,,,,,
xla,,,,,,,,,,,,,,,,,
xlc,Indo-European,Anatolian,Luvic,Lycian-Milyan,,,,,,,,,,,,,
xld,Indo-European,Anatolian,Unclassified Anatolian,,,,,,,,,,,,,,
xle,Unclassified,,,,,,,,,,,,,,,,
xlo,Algic,Algonquian,Eastern Algonquian,,,,,,,,,,,,,,
xlp,Indo-European,Celtic,Nuclear Celtic,Cisalpine Celtic,,,,,,,,,,,,,
xls,Indo-European,,,,,,,,,,,,,,,,
xlu,Indo-European,Anatolian,Luvic,Luvian,,,,,,,,,,,,,
xly,Unclassified,,,,,,,,,,,,,,,,
xma,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Northeast Coastal Bantu,Ruvu,West Ruvu,Seuta,Zigua-Nguu,,,,
xmb,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Jarawan,,,,,,,,,,,
xmc,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Southern Bantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Makua (P.30),Makua-Lomwe,,,,,
xmd,Afro-Asiatic,Chadic,Biu-Mandara,South Biu-Mandara,Sukur-Matakam-Daba,Biu-Mandara A A.7,,,,,,,,,,,
xmf,Kartvelian,Georgian-Zan,Zan,,,,,,,,,,,,,,
xmg,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,Bamileke,,,,,,,,
xmh,Pama-Nyungan,Paman,Compromise Middle Pama,Wik,Kuku-Wik-Ep,Kuku-Wik,Kuku (Australian),,,,,,,,,,
xmi,Unclassified,,,,,,,,,,,,,,,,
xmj,Afro-Asiatic,Chadic,Biu-Mandara,North Biu-Mandara,Jina-Majera,,,,,,,,,,,,
xml,Sign Languages,,,,,,,,,,,,,,,,
xmm,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Malayo-Sumbawan,North and East Malayo-Sumbawan,Malayic,Vehicular Malay,Eastern Indonesia Trade Malay,Manadoic Malay,,,,,,,,
xmo,Tupian,Tupi-Guarani,Tupi-Guarani Subgroup VI,,,,,,,,,,,,,,
xmp,Pama-Nyungan,Paman,Compromise Middle Pama,Wik,Kuku-Wik-Ep,Kuku-Wik,Kuku (Australian),,,,,,,,,,
xmq,Pama-Nyungan,Paman,Compromise Middle Pama,Wik,Kuku-Wik-Ep,Kuku-Wik,Kuku (Australian),,,,,,,,,,
xmr,,,,,,,,,,,,,,,,,
xms,Sign Languages,,,,,,,,,,,,,,,,
xmt,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Raja Ampat,,,,,,,,,
xmu,Eastern Daly,,,,,,,,,,,,,,,,
xmv,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Barito,East Greater Barito,Malagasic,North-Central Malagasic,Northern Malagasic,Antanakarana-Sakalava,,,,,,,,
xmw,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Greater Barito,East Greater Barito,Malagasic,North-Central Malagasic,Northern Malagasic,Tsimihety-Betsimisaraka,,,,,,,,
xmx,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,Raja Ampat,,,,,,,,,
xmy,Pama-Nyungan,Paman,Mayabic,,,,,,,,,,,,,,
xmz,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Celebic,Eastern Celebic,Southeastern Celebic,Bungku-Tolaki,Eastern Bungku-Tolaki,East Coast,,,,,,,,
xna,Afro-Asiatic,Semitic,West Semitic,Central Semitic,Arabian,,,,,,,,,,,,
xnb,Austronesian,Nuclear Austronesian,Kanakanavu-Saaroa,,,,,,,,,,,,,,
xnh,Austroasiatic,,,,,,,,,,,,,,,,
xnn,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Northern Luzon,Meso-Cordilleran,South-Central Cordilleran,Central Cordilleran,North Central Cordilleran,Nuclear Cordilleran,Bontok-Kankanay,Kankanay,Maeng-Northern Kankanay,,,,,
xno,Indo-European,Italic,Latino-Faliscan,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,,,,,,,
xnr,Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Northern zone,Himachali,Kangric-Chamealic-Bhattiyali,Indo-Aryan Northern zone-Western Pahari,,,,,,,,,,
xns,Sino-Tibetan,Bodic,Tibeto-Kanauri,,,,,,,,,,,,,,
xoc,Atlantic-Congo,Volta-Congo,Benue-Congo,Delta Cross,Central Delta,Kugboic,Obulomic,,,,,,,,,,
xod,South Bird's Head Family,East South Bird's Head,,,,,,,,,,,,,,,
xog,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Northeast Savanna Bantu,Great Lakes Bantu,West Nyanza,North Nyanza,Soga-Kenyi,,,,,
xoi,Lower Sepik-Ramu,Ramu,Tamolan,Itutang-Midsivindi-Akrukai,,,,,,,,,,,,,
xok,Nuclear-Macro-Je,Je,Je Meridional,Kaingang-Xokleng,,,,,,,,,,,,,
xom,Koman,Opuuo-Twampa-Komo,Twampa-Komo,,,,,,,,,,,,,,
xon,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Northern Central Gur,Bwamu-Oti-Volta,Oti-Volta,Nuclear Oti-Volta,Gurma-Yom-Oti-Volta Occidental,Gurma-Yom-Naudem,Gurma,Gurma B,Konkomba-Gangam,,,
xoo,,,,,,,,,,,,,,,,,
xop,Lower Sepik-Ramu,Lower Sepik,Nor,,,,,,,,,,,,,,
xor,Panoan,Mayoruna Branch,Mayo Group,Matses subgroup,,,,,,,,,,,,,
xow,Nuclear Trans New Guinea,Madang,Croisilles,Tibor-Omosa,Tiboran,,,,,,,,,,,,
xpe,Mande,Western Mande,Manding-Kpelle,Southwest Mande,Kpelle,,,,,,,,,,,,
xpg,Indo-European,Graeco-Phrygian,,,,,,,,,,,,,,,
xpi,Unclassified,,,,,,,,,,,,,,,,
xpk,Panoan,Mayoruna Branch,Mayo Group,Matses subgroup,,,,,,,,,,,,,
xpm,Yeniseian,Southern Yeniseian,Arin-Pumpokol,,,,,,,,,,,,,,
xpn,Unclassified,,,,,,,,,,,,,,,,
xpo,Uto-Aztecan,Southern Uto-Aztecan,Corachol-Aztecan,Aztec,Western Nahuatl,Western Periphery-North Guerrero Nahuatl,,,,,,,,,,,
xpr,Indo-European,Indo-Iranian,Iranian,Western Iranian,Northwestern Iranian,Kermanic,Kurdish,,,,,,,,,,
xps,Indo-European,Anatolian,Unclassified Anatolian,,,,,,,,,,,,,,
xpu,Afro-Asiatic,Semitic,West Semitic,Central Semitic,Northwest Semitic,Canaanite,Phoenician-Punic,,,,,,,,,,
xqt,Afro-Asiatic,Semitic,West Semitic,Central Semitic,Sayhadic,,,,,,,,,,,,
xra,Nuclear-Macro-Je,Je,Je Setentrional,Timbira,,,,,,,,,,,,,
xrb,Atlantic-Congo,Volta-Congo,North Volta-Congo,Senufo,Karaboro,,,,,,,,,,,,
xre,Nuclear-Macro-Je,Je,Je Setentrional,Timbira,,,,,,,,,,,,,
xri,Nuclear-Macro-Je,Je,Je Setentrional,Timbira,,,,,,,,,,,,,
xrn,Yeniseian,Southern Yeniseian,Arin-Pumpokol,,,,,,,,,,,,,,
xru,Western Daly,Bringen,Marithielic,,,,,,,,,,,,,,
xrw,Sepik,Ram,,,,,,,,,,,,,,,
xsa,Afro-Asiatic,Semitic,West Semitic,Central Semitic,Sayhadic,,,,,,,,,,,,
xsb,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central Luzon,Sambalic,Tina-Bolinao,,,,,,,,,,,
xsd,Indo-European,Anatolian,Unclassified Anatolian,,,,,,,,,,,,,,
xse,Nuclear Trans New Guinea,Central and South New Guinea,Asmat-Kamoro,,,,,,,,,,,,,,
xsh,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Western Benue-Congo Plateau,Northwestern Benue-Congo Plateau,Hyamic,,,,,,,,,,
xsi,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Western Oceanic linkage,North New Guinea linkage,Ngero-Vitiaz linkage,Vitiaz linkage,,,,,,,
xsj,,,,,,,,,,,,,,,,,
xsl,Athapaskan-Eyak-Tlingit,Athapaskan-Eyak,Athapaskan,Northern Athapaskan,Hare-Slavey,Slave,,,,,,,,,,,
xsm,Atlantic-Congo,Volta-Congo,North Volta-Congo,Gur,Central Gur,Southern Central Gur,Grusi,Northern Grusi,Nuna-Kasem,,,,,,,,
xsn,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Central Kainji,Basa-Eastern Kainji,Eastern Kainji,Jos,Northern Jos,North-Central Jos,Chokobo-Lemoro-Sanga,Lemoro-Sanga,,,,,
xsp,Nuclear Trans New Guinea,Madang,Croisilles,Mabuso,Hanseman,Silopi-Utu,,,,,,,,,,,
xsq,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Southern Bantu-Makua,Sotho-Makua-Venda,Sotho-Makua,Makua (P.30),Makua-Lomwe,,,,,
xsr,Sino-Tibetan,Bodic,Bodish,West Bodish,Sherpa-Jirel,,,,,,,,,,,,
xss,Yeniseian,Southern Yeniseian,Kott-Assan,,,,,,,,,,,,,,
xsu,Yanomam,,,,,,,,,,,,,,,,
xsy,Austronesian,Nuclear Austronesian,Northwest Formosan,,,,,,,,,,,,,,
xta,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Guerrero Mixtec,,,,,,,,,,
xtb,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Northern Baja Mixtec,,,,,,,,,,
xtc,Kadugli-Krongo,Central-Western Kadugli-Krongo,Katcha-Kadugli-Miri-Kanga,,,,,,,,,,,,,,
xtd,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Eastern Alta Mixtec,,,,,,,,,,
xte,Nuclear Trans New Guinea,Mek,Eastern Mek,,,,,,,,,,,,,,
xtg,Indo-European,Celtic,Nuclear Celtic,TGB Celtic,Transalpine-Galatian Celtic,,,,,,,,,,,,
xti,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Western Alta Mixtec,,,,,,,,,,
xtj,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Western Alta Mixtec,,,,,,,,,,
xtl,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Western Alta Mixtec,,,,,,,,,,
xtm,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Western Alta Mixtec,,,,,,,,,,
xtn,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Western Alta Mixtec,,,,,,,,,,
xto,Indo-European,Tokharian,,,,,,,,,,,,,,,
xtp,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Eastern Alta Mixtec,Teozacoalco Mixtec,,,,,,,,,
xtq,Indo-European,Indo-Iranian,Iranian,Eastern Iranian,Southeastern Iranian,Saka,,,,,,,,,,,
xts,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Eastern Alta Mixtec,Teozacoalco Mixtec,,,,,,,,,
xtt,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Western Alta Mixtec,,,,,,,,,,
xtu,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Northern Alta Mixtec,,,,,,,,,,
xtw,Nambiquaran,Nambikwara Complex,Northern Nambiquaran,Roosevelt,,,,,,,,,,,,,
xty,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,Guerrero Mixtec,,,,,,,,,,
xtz,,,,,,,,,,,,,,,,,
xua,Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Badaga-Kannada,Kannadoid,,,,,,,,,,,
xub,Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Badaga-Kannada,Kannadoid,,,,,,,,,,,
xug,Japonic,Ryukyuan,Okinawa,,,,,,,,,,,,,,
xuj,Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Badaga-Kannada,Kannadoid,,,,,,,,,,,
xuo,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,Central Mbum,,,,,,,,,
xur,Hurro-Urartian,,,,,,,,,,,,,,,,
xut,Pama-Nyungan,Paman,Norman Pama,Kuthant-Gurdjar,,,,,,,,,,,,,
xuu,Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Kxoe-Ani,,,,,,,,,,,,
xve,Indo-European,,,,,,,,,,,,,,,,
xvi,Indo-European,Indo-Iranian,Nuristani,Kati-Kamviri,,,,,,,,,,,,,
xwa,,,,,,,,,,,,,,,,,
xwc,Siouan,Catawban,,,,,,,,,,,,,,,
xwe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Gbe,Eastern Gbe,,,,,,,,,,,,
xwg,Surmic,South Surmic,Southeast Surmic,,,,,,,,,,,,,,
xwl,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Gbe,Eastern Gbe,,,,,,,,,,,,
xwr,Kwerbic,Kwerban,Kwerba,,,,,,,,,,,,,,
xxb,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo,Na-Togo,,,,,,,,,,,,,
xxk,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Central Malayo-Polynesian,Flores-Sumba-Hawu,Flores Barat,Ngada-Lio-Paluqe,Ngada-Lio,Ende-Lio,Nage-Keo,,,,,,
xxr,Puri,,,,,,,,,,,,,,,,
xxt,,,,,,,,,,,,,,,,,
xyl,Nambiquaran,Nambikwara Complex,Northern Nambiquaran,,,,,,,,,,,,,,
xyy,Pama-Nyungan,Southeastern Pama-Nyungan,Victorian Pama-Nyungan,Eastern Victoria,,,,,,,,,,,,,
yaa,Panoan,Mainline Pano,Pano Nawa,Headwaters,Yaminawa Complex,,,,,,,,,,,,
yab,Nadahup,Eastern Nadahup,Hup-Yuhup,,,,,,,,,,,,,,
yac,Nuclear Trans New Guinea,Dani,Ngalik-Nduga,Yalic,,,,,,,,,,,,,
yad,Peba-Yagua,,,,,,,,,,,,,,,,
yae,,,,,,,,,,,,,,,,,
yaf,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Kongo-Yaka-Suku-Hungan,Nuclear Kongo-Yaka-Suku-Hungan,Yaka-Suku,,,,,,,
yag,,,,,,,,,,,,,,,,,
yah,Indo-European,Indo-Iranian,Iranian,Eastern Iranian,Southeastern Iranian,Shugni-Yazgulami,,,,,,,,,,,
yai,Indo-European,Indo-Iranian,Iranian,Eastern Iranian,Northeastern Iranian,Sogdian-Yagnobi,,,,,,,,,,,
yaj,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Ubangi,Banda,Central Banda,,,,,,,,,,
yak,Sahaptian,Sahaptin,Northern Sahaptin,,,,,,,,,,,,,,
yal,Mande,Western Mande,Manding-Kpelle,Central Mande,Susu-Yalunka,,,,,,,,,,,,
yam,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,Nka,Nkambe,,,,,,,
yan,Misumalpan,Sumalpan,Sumuic,,,,,,,,,,,,,,
yao,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,East Bantu,Rufiji-Ruvuma,Ruvuma,Yaoic,,,,,,,
yap,Austronesian,Nuclear Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,,,,,,,,,
yaq,Uto-Aztecan,Southern Uto-Aztecan,Cahita,,,,,,,,,,,,,,
yar,Cariban,Venezuelan,Mapoyo-Tamanaku,Mapoyo-Yawarana,,,,,,,,,,,,,
yas,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Mbam,Yambasa (A.60),,,,,,,,,
yat,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Mbam,West Mbam (A.40),,,,,,,,,
yau,,,,,,,,,,,,,,,,,
yav,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Mbam,Yambasa (A.60),Baca-Nuclear Yambasa,Nuclear Yambasa,,,,,,,
yaw,Arawakan,Central Maipuran,,,,,,,,,,,,,,,
yax,,,,,,,,,,,,,,,,,
yay,Atlantic-Congo,Volta-Congo,Benue-Congo,Delta Cross,Upper Cross,Central Upper Cross,North-South Central Delta Cross,Ubaghara-Kohumono,Kohumonoic,,,,,,,,
yaz,Atlantic-Congo,Volta-Congo,Benue-Congo,Delta Cross,Upper Cross,Central Upper Cross,East-West Central Delta Cross,Lokoic,,,,,,,,,
yba,Atlantic-Congo,Volta-Congo,Benue-Congo,Idomoid,Akweya,Etulo-Idoma,Nuclear Idoma,,,,,,,,,,
ybb,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,Bamileke,,,,,,,,
ybd,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,,,,,,,,,,,,
ybe,Turkic,Common Turkic,Oghuz-Kipchak-Uyghur,Uyghur,Far East Yugur,,,,,,,,,,,,
ybh,Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,Eastern Kiranti,Greater Yakkha,,,,,,,,,,,
ybi,Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,Eastern Kiranti,Upper Arun,Lohorung-Yamphu,,,,,,,,,,
ybj,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Alumic,Alumu-Toro,Hasha-Sambe,,,,,,,,,,
ybk,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,Southeastern Ngwi,Highland Phula,Muji,Laghuu-Core Muji,Thopho-Core Muji,Core Muji,Nuclear Core Muji,Bokha-Phuma,,,,
ybl,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Yukubenic,,,,,,,,,,,,
ybm,Nuclear Trans New Guinea,Madang,Croisilles,Numugenan,Yaben-Bilakura,,,,,,,,,,,,
ybn,Arawakan,Northern Maipuran,Unclassified Northern Maipuran,,,,,,,,,,,,,,
ybo,Nuclear Trans New Guinea,Madang,Rai Coast,Yaganon,,,,,,,,,,,,,
ybx,Walio,,,,,,,,,,,,,,,,
yby,Nuclear Trans New Guinea,Kainantu-Goroka,Goroka,,,,,,,,,,,,,,
ych,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,Southeastern Ngwi,Nisoid,Nuclear Nisoid,Nasu-Nosu,Nesu-Nasu,Nasu-Gepu,Unclassified Nasu-Gepu,,,,,
ycl,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,Lisoid,Lipo-Lolopo,,,,,,,,,,
ycn,Arawakan,Northern Maipuran,Inland Northern Maipuran,Yucunic,,,,,,,,,,,,,
ycp,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Southern Loloish,Hanic,Ha-Ya,Akhaic,,,,,,,,
ydd,Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle-Modern High German,Modern High German,Yiddish,,,,,,,,,
yde,Nuclear Torricelli,Wapei-Palei,Palai,Nuclear Palai,Yangum-Ambrak,Yangum,,,,,,,,,,,
ydg,Indo-European,Indo-Iranian,Iranian,Eastern Iranian,Southeastern Iranian,Yidgha-Munja,,,,,,,,,,,
ydk,Nuclear Trans New Guinea,Madang,Croisilles,Mabuso,Hanseman,,,,,,,,,,,,
yds,Sign Languages,,,,,,,,,,,,,,,,
yea,Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Badaga-Kannada,Kannadoid,,,,,,,,,,,
yec,Mixed Language,,,,,,,,,,,,,,,,
yee,Lower Sepik-Ramu,Lower Sepik,Karawarian,,,,,,,,,,,,,,
yei,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Northern Bantoid,Mambiloid,Nizaa-Mambila-Vute,Konja-Mambila-Vute,Mambila-Vute,Mambila-Mbongno,Mambila,Njerup,,,,,
yej,Indo-European,Graeco-Phrygian,Greek,Attic,Koineic Greek,,,,,,,,,,,,
yel,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Greater Bangi-Ntomba,Ngiri,Ngiri Riverain,Ngiri Riverain Ubangi,Ngiri Riverain Ubangi-Ripuaire,Bobangic,,,,
yen,Atlantic-Congo,Volta-Congo,North Volta-Congo,Adamawa-Ubangi,Adamawa,Samba Duru-Mumuye Yendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme,Waka-Yandang,,,,,,,
yer,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Tarokoid,Yangkam-Tarok-Pe,Tarok-Pe,,,,,,,,,,
yes,Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Western Benue-Congo Plateau,Northwestern Benue-Congo Plateau,Koroic,,,,,,,,,,
yet,,,,,,,,,,,,,,,,,
yeu,Dravidian,South Dravidian,South Dravidian I,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Tamiloid,,,,,,,
yev,Nuclear Torricelli,Wapei-Palei,West Palai,Agi-Yeri,,,,,,,,,,,,,
yey,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,,,,,,,,,,
ygl,Nuclear Torricelli,Wapei-Palei,Palai,Nuclear Palai,Yangum-Ambrak,Yangum,,,,,,,,,,,
ygm,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged,Warup,,,,,,,,,,,,,
ygp,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,Southeastern Ngwi,Nisoid,Nuclear Nisoid,Nasu-Nosu,Nesu-Nasu,Nasu-Gepu,,,,,,
ygr,Nuclear Trans New Guinea,Kainantu-Goroka,Goroka,Kamano-Yagaria,,,,,,,,,,,,,
ygw,Angan,,,,,,,,,,,,,,,,
yha,Tai-Kadai,Kadaic,Southwestern Kra,Paha-Laha,,,,,,,,,,,,,
yhd,Afro-Asiatic,Semitic,West Semitic,Central Semitic,Arabian,Arabic,Eastern Arabic,Qeltu,,,,,,,,,
yhl,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,Southeastern Ngwi,Highland Phula,Phowa,Hlepho-Phukha,,,,,,,,
yia,Pama-Nyungan,South-West Pama-Nyungan,,,,,,,,,,,,,,,
yif,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Ni-Li-Kazhouish,Lisoid,Unclassified Lisoid,,,,,,,,,,
